Aou,Seq,EnglishAbbrev,FrenchName,SpanishName,Code,EnglishFull,EnglishNoSpaces,Genus,Species,SpFamilyID,date_creat,ed,who_created,date_updat,ed,who_updated,Comm,ents
05961,5908,Yellow Grosbeak,NULL,Pheucticus chrysopeplus,YEGR,Yellow Grosbeak,YellowGrosbeak,Pheucticus,chrysopeplus,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
05970,5932,Blue Grosbeak,Guiraca bleu,Passerina caerulea,BLGR,Blue Grosbeak,BlueGrosbeak,Passerina,caerulea,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
05971,5928,Blue Bunting,NULL,Cyanocompsa parellina,BLBU,Blue Bunting,BlueBunting,Cyanocompsa,parellina,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
05980,5944,Indigo Bunting,Passerin indigo,Passerina cyanea,INBU,Indigo Bunting,IndigoBunting,Passerina,cyanea,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
05986,5940,hyb. Bunting (Laz x In),hybride Passerin azuré\ indigo,Passerina amoena x cyanea,LIBH,hybrid Lazuli Bunting x Indigo Bunting,hybrid LazuliBuntingxIndigoBunting,Passerina,amoena x cyanea,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
05990,5936,Lazuli Bunting,Passerin azuré,Passerina amoena,LAZB,Lazuli Bunting,LazuliBunting,Passerina,amoena,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06000,5956,Varied Bunting,Passerin varié,Passerina versicolor,VABU,Varied Bunting,VariedBunting,Passerina,versicolor,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06010,5960,Painted Bunting,Passerin nonpareil,Passerina ciris,PABU,Painted Bunting,PaintedBunting,Passerina,ciris,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06020,5504,Wh-collar Seedeater,NULL,Sporophila torqueola,WCSE,White-collared Seedeater,WhiteCollaredSeedeater,Sporophila,torqueola,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06030,5520,Blk-faced Grassquit,NULL,Tiaris bicolor,BFGR,Black-faced Grassquit,BlackfacedGrassquit,Tiaris,bicolor,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06032,5516,Yel-faced Grassquit,NULL,Tiaris olivaceus,YFGR,Yellow-faced Grassquit,YellowfacedGrassquit,Tiaris,olivaceus,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06040,5964,Dickcissel,Dickcissel d'Amérique,Spiza americana,DICK,Dickcissel,Dickcissel,Spiza,americana,40,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06050,5720,Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,LARB,Lark Bunting,LarkBunting,Calamospiza,melanocorys,48,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06060,6176,Elegant Euphonia,NULL,Euphonia elegantissima,ELEU,Elegant Euphonia,ElegantEuphonia,Euphonia,elegantissima,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06070,5428,Western Tanager,Tangara à tête rouge,Piranga ludoviciana,WETA,Western Tanager,WesternTanager,Piranga,ludoviciana,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06071,5432,Flame-color Tanager,NULL,Piranga bidentata,FCTA,Flame-colored Tanager,FlamecoloredTanager,Piranga,bidentata,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06080,5424,Scarlet Tanager,Tangara écarlate,Piranga olivacea,SCTA,Scarlet Tanager,ScarletTanager,Piranga,olivacea,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06090,5416,Hepatic Tanager,Tangara orangé,Piranga flava,HETA,Hepatic Tanager,HepaticTanager,Piranga,flava,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06100,5420,Summer Tanager,Tangara vermillon,Piranga rubra,SUTA,Summer Tanager,SummerTanager,Piranga,rubra,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06101,5456,Western Spindalis,NULL,Spindalis zena,WESP,Western Spindalis,WesternSpindalis,Spindalis,zena,78,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06110,4208,Purple Martin,Hirondelle noire,Progne subis,PUMA,Purple Martin,PurpleMartin,Progne,subis,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06111,4212,Cuban Martin,NULL,Progne cryptoleuca,CUMA,Cuban Martin,CubanMartin,Progne,cryptoleuca,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06112,4224,Gray-breasted Martin,NULL,Progne chalybea,GYBM,Gray-breasted Martin,GraybreastedMartin,Progne,chalybea,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06113,4216,Caribbean Martin,NULL,Progne dominicensis,CAMA,Caribbean Martin,CaribbeanMartin,Progne,dominicensis,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06114,4228,Southern Martin,NULL,Progne elegans,SOMA,Southern Martin,SouthernMartin,Progne,elegans,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06115,4232,Brown-chested Martin,NULL,Progne tapera,BCMA,Brown-chested Martin,BrownchestedMartin,Progne,tapera,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06120,4268,Cliff Swallow,Hirondelle à front blanc,Petrochelidon pyrrhonota,CLSW,Cliff Swallow,CliffSwallow,Petrochelidon,pyrrhonota,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06121,4272,Cave Swallow,Hirondelle à front brun,Petrochelidon fulva,CASW,Cave Swallow,CaveSwallow,Petrochelidon,fulva,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06122,4276,unid Cave/Cliff Swal.,Hirondelle à front blanc\à front brun,Petrochelidon fulva/pyrrhonota,UCCS,unid. Cave Swallow / Cliff Swallow,unid.CaveCliffSwallow,Petrochelidon,fulva/pyrrhonota,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06130,4284,Barn Swallow,Hirondelle rustique,Hirundo rustica,BARS,Barn Swallow,BarnSwallow,Hirundo,rustica,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06140,4236,Tree Swallow,Hirondelle bicolore,Tachycineta bicolor,TRES,Tree Swallow,TreeSwallow,Tachycineta,bicolor,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06150,4244,Violet-Green Swallow,Hirondelle à face blanche,Tachycineta thalassina,VGSW,Violet-green Swallow,VioletgreenSwallow,Tachycineta,thalassina,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06151,4248,Bahama Swallow,NULL,Tachycineta cyaneoviridis,BAHS,Bahama Swallow,BahamaSwallow,Tachycineta,cyaneoviridis,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06152,4288,Com House-Martin,NULL,Delichon urbicum,COHM,Common House-Martin,CommonHouseMartin,Delichon,urbicum,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06160,4264,Bank Swallow,Hirondelle de rivage,Riparia riparia,BANS,Bank Swallow,BankSwallow,Riparia,riparia,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06170,4260,N Rgh-wing Swallow,Hirondelle à ailes hérissées,Stelgidopteryx serripennis,NRWS,Northern Rough-winged Swallow,NorthernRoughwingedSwallow,Stelgidopteryx,serripennis,53,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06180,5068,Bohemian Waxwing,Jaseur boréal,Bombycilla garrulus,BOWA,Bohemian Waxwing,BohemianWaxwing,Bombycilla,garrulus,39,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06185,5076,unid Waxwing,jaseur sp.,Bombycilla garrulus/cedrorum,UNWA,unid. Cedar Waxwing / Bohemian Waxwing,Unid.Waxwing,Bombycilla,garrulus/cedrorum,39,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06190,5072,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,CEDW,Cedar Waxwing,CedarWaxwing,Bombycilla,cedrorum,39,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06200,5084,Phainopepla,Phénopèple luisant,Phainopepla nitens,PHAI,Phainopepla,Phainopepla,Phainopepla,nitens,69,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06210,3932,Northern Shrike,Pie-grièche grise,Lanius excubitor,NSHR,Northern Shrike,NorthernShrike,Lanius,excubitor,55,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06211,3924,Brown Shrike,Pie-grièche brune,Lanius cristatus,BRSH,Brown Shrike,BrownShrike,Lanius,cristatus,55,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06220,3928,Loggerhead Shrike,Pie-grièche migratrice,Lanius ludovicianus,LOSH,Loggerhead Shrike,LoggerheadShrike,Lanius,ludovicianus,55,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06221,5016,Kauai Oo,NULL,Moho braccatus,KAOO,Kauai Oo,KauaiOo,Moho,braccatus,56,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06223,5020,Bishop's Oo,NULL,Moho bishopi,BIOO,Bishop's Oo,BishopsOo,Moho,bishopi,56,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06224,4292,Hawaii Oo,NULL,Moho nobilis,HAOO,Hawaii Oo,HawaiiOo,Moho,nobilis,56,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06226,4856,Japanese White-eye,NULL,Zosterops japonicus,JAWE,Japanese White-eye,JapaneseWhiteeye,Zosterops,japonicus,84,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06230,4024,Blk-whiskered Vireo,NULL,Vireo altiloquus,BWVI,Black-whiskered Vireo,BlackwhiskeredVireo,Vireo,altiloquus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06231,4028,Yucatan Vireo,NULL,Vireo magister,YUVI,Yucatan Vireo,YucatanVireo,Vireo,magister,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06240,4016,Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,REVI,Red-eyed Vireo,RedeyedVireo,Vireo,olivaceus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06250,4020,Yellow-green Vireo,NULL,Vireo flavoviridis,YGVI,Yellow-green Vireo,YellowgreenVireo,Vireo,flavoviridis,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06260,4012,Philadelphia Vireo,Viréo de Philadelphie,Vireo philadelphicus,PHVI,Philadelphia Vireo,PhiladelphiaVireo,Vireo,philadelphicus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06270,4004,Warbling Vireo,Viréo mélodieux,Vireo gilvus,WAVI,Warbling Vireo,WarblingVireo,Vireo,gilvus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06280,3976,Yellow-throated Vireo,Viréo à gorge jaune,Vireo flavifrons,YTVI,Yellow-throated Vireo,YellowthroatedVireo,Vireo,flavifrons,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06290,3988,Blue-headed Vireo,Viréo à tête bleue,Vireo solitarius,BHVI,Blue-headed Vireo,BlueheadedVireo,Vireo,solitarius,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06291,3984,Cassin's Vireo,Viréo de Cassin,Vireo cassinii,CAVI,Cassin's Vireo,CassinsVireo,Vireo,cassinii,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06292,3980,Plumbeous Vireo,Viréo plombé,Vireo plumbeus,PLVI,Plumbeous Vireo,PlumbeousVireo,Vireo,plumbeus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06295,3992,unid. Solitary Vireo,Viréo plombé\de Cassin\à tête bleue,Vireo solitarius/cassinii/plumbeus,SOVI,''Solitary'' Vireo (Solitary Vireo complex),SolitaryVireocomplex,Vireo,solitarius/cassinii/plumbeus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06300,3964,Black-capped Vireo,Viréo à tête noire,Vireo atricapilla,BCVI,Black-capped Vireo,BlackcappedVireo,Vireo,atricapilla,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06310,3940,White-eyed Vireo,Viréo aux yeux blancs,Vireo griseus,WEVI,White-eyed Vireo,WhiteeyedVireo,Vireo,griseus,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06320,3996,Hutton's Vireo,Viréo de Hutton,Vireo huttoni,HUVI,Hutton's Vireo,HuttonsVireo,Vireo,huttoni,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06330,3960,Bell's Vireo,Viréo de Bell,Vireo bellii,BEVI,Bell's Vireo,BellsVireo,Vireo,bellii,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06340,3972,Gray Vireo,NULL,Vireo vicinior,GRVI,Gray Vireo,GrayVireo,Vireo,vicinior,83,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06350,5380,Bananaquit,NULL,Coereba flaveola,BANA,Bananaquit,Bananaquit,Coereba,flaveola,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06360,5248,Blk-&-white Warbler,Paruline noir et blanc,Mniotilta varia,BAWW,Black-and-white Warbler,BlackandwhiteWarbler,Mniotilta,varia,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06370,5256,Prothonotary Warbler,Paruline orangée,Protonotaria citrea,PROW,Prothonotary Warbler,ProthonotaryWarbler,Protonotaria,citrea,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06380,5264,Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,SWWA,Swainson's Warbler,SwainsonsWarbler,Limnothlypis,swainsonii,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06390,5260,Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,WEWA,Worm-eating Warbler,WormeatingWarbler,Helmitheros,vermivorum,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06410,5096,Blue-winged Warbler,Paruline à ailes bleues,Vermivora pinus,BWWA,Blue-winged Warbler,BluewingedWarbler,Vermivora,pinus,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06412,5104,Brewster's Warbler,Paruline de Brewster,Vermivora pinusXchrysoptera hybrid (Brewster),BRWA,Brewster's Warbler (Blue-winged x Golden-winged),BrewstersWarbler,Vermivora,pinusXchrysoptera hybrid (Brewster),63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06413,5108,Lawrence's Warbler,Paruline de Lawrence,Vermivora pinusXchrysoptera hybrid (Lawrence),LAWA,Lawrence's Warbler (Blue-winged x Golden-winged),LawrencesWarbler,Vermivora,pinusXchrysoptera hybrid (Lawrence),63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06420,5100,Golden-wing Warbler,Paruline à ailes dorées,Vermivora chrysoptera,GWWA,Golden-winged Warbler,GoldenwingedWarbler,Vermivora,chrysoptera,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06430,5132,Lucy's Warbler,NULL,Vermivora luciae,LUWA,Lucy's Warbler,LucysWarbler,Vermivora,luciae,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06440,5124,Virginia's Warbler,Paruline de Virginia,Vermivora virginiae,VIWA,Virginia's Warbler,VirginiasWarbler,Vermivora,virginiae,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06450,5120,Nashville Warbler,Paruline à joues grises,Vermivora ruficapilla,NAWA,Nashville Warbler,NashvilleWarbler,Vermivora,ruficapilla,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06460,5116,Or-Crowned Warbler,Paruline verdâtre,Vermivora celata,OCWA,Orange-crowned Warbler,OrangecrownedWarbler,Vermivora,celata,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06470,5112,Tennessee Warbler,Paruline obscure,Vermivora peregrina,TEWA,Tennessee Warbler,TennesseeWarbler,Vermivora,peregrina,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06471,5128,Colima Warbler,NULL,Vermivora crissalis,COLW,Colima Warbler,ColimaWarbler,Vermivora,crissalis,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06480,5136,Northern Parula,Paruline à collier,Parula americana,NOPA,Northern Parula,NorthernParula,Parula,americana,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06490,5140,Tropical Parula,NULL,Parula pitiayumi,TRPA,Tropical Parula,TropicalParula,Parula,pitiayumi,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06492,5134,Crescent-chest. Warbler,NULL,Parula superciliosa,CCWA,Crescent-chested Warbler,CrescentchestedWarbler,Parula,superciliosa,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06500,5156,Cape May Warbler,Paruline tigrée,Dendroica tigrina,CMWA,Cape May Warbler,CapeMayWarbler,Dendroica,tigrina,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06510,5092,Olive Warbler,NULL,Peucedramus taeniatus,OLWA,Olive Warbler,OliveWarbler,Peucedramus,taeniatus,65,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06520,5144,Yellow Warbler,Paruline jaune,Dendroica petechia,YWAR,Yellow Warbler,YellowWarbler,Dendroica,petechia,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06540,5160,Blk-thr Blue Warbler,Paruline bleue,Dendroica caerulescens,BTBW,Black-throated Blue Warbler,BlackthroatedBlueWarbler,Dendroica,caerulescens,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06550,5164,Myrtle Warbler,Paruline à croupion jaune (groupe coronata),Dendroica c. coronata grp.,MYWA,Yellow-rumped Warbler (Myrtle Warbler),MyrtleWarbler,Dendroica,c. coronata grp.,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06556,5172,Yel-rumped Warbler,Par. à croupion jaune (sous-espèce non identifié),Dendroica coronata,YRWA,Yellow-rumped Warbler (unid. Myrtle/Audubon's),YellowrumpedWarbler(unid.Myrtle/Audubons),Dendroica,coronata,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06560,5168,Audubon's Warbler,Paruline à croupion jaune (groupe auduboni),Dendroica c. audoboni grp.,AUWA,Yellow-rumped Warbler (Audubon's Warbler),AudubonsWarbler,Dendroica,c. audoboni grp.,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06570,5152,Magnolia Warbler,Paruline à tête cendrée,Dendroica magnolia,MAWA,Magnolia Warbler,MagnoliaWarbler,Dendroica,magnolia,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06580,5240,Cerulean Warbler,Paruline azurée,Dendroica cerulea,CERW,Cerulean Warbler,CeruleanWarbler,Dendroica,cerulea,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06590,5148,Chest-sided Warbler,Paruline à flancs marron,Dendroica pensylvanica,CSWA,Chestnut-sided Warbler,ChestnutsidedWarbler,Dendroica,pensylvanica,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06600,5232,Bay-breasted Warbler,Paruline à poitrine baie,Dendroica castanea,BBWA,Bay-breasted Warbler,BaybreastedWarbler,Dendroica,castanea,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06610,5236,Blackpoll Warbler,Paruline rayée,Dendroica striata,BLPW,Blackpoll Warbler,BlackpollWarbler,Dendroica,striata,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06620,5200,Blackburnian Warbler,Paruline à gorge orangée,Dendroica fusca,BLBW,Blackburnian Warbler,BlackburnianWarbler,Dendroica,fusca,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06630,5204,Yel-throated Warbler,Paruline à gorge jaune,Dendroica dominica,YTWA,Yellow-throated Warbler,YellowthroatedWarbler,Dendroica,dominica,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06640,5208,Grace's Warbler,NULL,Dendroica graciae,GRWA,Grace's Warbler,GracesWarbler,Dendroica,graciae,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06650,5176,Blk-thr Gray Warbler,Paruline grise,Dendroica nigrescens,BTYW,Black-throated Gray Warbler,BlackThroatedGrayWarbler,Dendroica,nigrescens,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06660,5180,Golden-cheek Warbler,NULL,Dendroica chrysoparia,GCWA,Golden-cheeked Warbler,GoldencheekedWarbler,Dendroica,chrysoparia,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06670,5184,Blk-thr Green Warbler,Paruline à gorge noire,Dendroica virens,BTNW,Black-throated Green Warbler,BlackthroatedGreenWarbler,Dendroica,virens,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06680,5188,Townsend's Warbler,Paruline de Townsend,Dendroica townsendi,TOWA,Townsend's Warbler,TownsendsWarbler,Dendroica,townsendi,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06685,5192,unid Herm/Towns Warb,Paruline de Townsend\à tête jaune,Dendroica occidentalis/townsendi,HTWA,unid. Hermit Wabler / Townsend's Warbler,unid.HermitTownsendsWarbler,Dendroica,occidentalis/townsendi,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06690,5196,Hermit Warbler,Paruline à tête jaune,Dendroica occidentalis,HEWA,Hermit Warbler,HermitWarbler,Dendroica,occidentalis,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06700,5220,Kirtland's Warbler,Paruline de Kirtland,Dendroica kirtlandii,KIWA,Kirtland's Warbler,KirtlandsWarbler,Dendroica,kirtlandii,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06710,5216,Pine Warbler,Paruline des pins,Dendroica pinus,PIWA,Pine Warbler,PineWarbler,Dendroica,pinus,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06720,5228,Palm Warbler,Paruline à couronne rousse,Dendroica palmarum,PAWA,Palm Warbler,PalmWarbler,Dendroica,palmarum,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06730,5224,Prairie Warbler,Paruline des prés,Dendroica discolor,PRAW,Prairie Warbler,PrairieWarbler,Dendroica,discolor,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06740,5268,Ovenbird,Paruline couronnée,Seiurus aurocapilla,OVEN,Ovenbird,Ovenbird,Seiurus,aurocapilla,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06750,5272,Northern Waterthrush,Paruline des ruisseaux,Seiurus noveboracensis,NOWA,Northern Waterthrush,NorthernWaterthrush,Seiurus,noveboracensis,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06760,5276,Louisiana Waterthrush,Paruline hochequeue,Seiurus motacilla,LOWA,Louisiana Waterthrush,LouisianaWaterthrush,Seiurus,motacilla,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06770,5280,Kentucky Warbler,Paruline du Kentucky,Oporornis formosus,KEWA,Kentucky Warbler,KentuckyWarbler,Oporornis,formosus,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06780,5284,Connecticut Warbler,Paruline à gorge grise,Oporornis agilis,CONW,Connecticut Warbler,ConnecticutWarbler,Oporornis,agilis,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06790,5288,Mourning Warbler,Paruline triste,Oporornis philadelphia,MOWA,Mourning Warbler,MourningWarbler,Oporornis,philadelphia,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06800,5292,Macgillivray's Warbler,Paruline des buissons,Oporornis tolmiei,MGWA,MacGillivray's Warbler,MacGillivraysWarbler,Oporornis,tolmiei,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06810,5296,Common Yellowthroat,Paruline masquée,Geothlypis trichas,COYE,Common Yellowthroat,CommonYellowthroat,Geothlypis,trichas,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06820,5300,Belding's Yellowthroat,NULL,Geothlypis beldingi,BEYE,Belding's Yellowthroat,Belding'sYellowthroat,Geothlypis,beldingi,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06821,5316,Gray-crn Yellowthroat,NULL,Geothlypis poliocephala,GCYE,Gray-crowned Yellowthroat,GraycrownedYellowthroat,Geothlypis,poliocephala,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06830,5368,Yellow-breasted Chat,Paruline polyglotte,Icteria virens,YBCH,Yellow-breasted Chat,YellowbreastedChat,Icteria,virens,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06840,5320,Hooded Warbler,Paruline à capuchon,Wilsonia citrina,HOWA,Hooded Warbler,HoodedWarbler,Wilsonia,citrina,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06850,5324,Wilson's Warbler,Paruline à calotte noire,Wilsonia pusilla,WIWA,Wilson's Warbler,WilsonsWarbler,Wilsonia,pusilla,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06860,5328,Canada Warbler,Paruline du Canada,Wilsonia canadensis,CAWA,Canada Warbler,CanadaWarbler,Wilsonia,canadensis,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06870,5252,American Redstart,Paruline flamboyante,Setophaga ruticilla,AMRE,American Redstart,AmericanRedstart,Setophaga,ruticilla,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06880,5344,Painted Redstart,Paruline à ailes blanches,Myioborus pictus,PARE,Painted Redstart,PaintedRedstart,Myioborus,pictus,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06881,5352,Fan-tailed Warbler,NULL,Euthlypis lachrymosa,FTWA,Fan-tailed Warbler,FantailedWarbler,Euthlypis,lachrymosa,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
