Aou,Seq,EnglishAbbrev,FrenchName,SpanishName,Code,EnglishFull,EnglishNoSpaces,Genus,Species,SpFamilyID,date_creat,ed,who_created,date_updat,ed,who_updated,Comm,ents
06882,6404,House Sparrow,Moineau domestique,Passer domesticus,HOSP,House Sparrow,HouseSparrow,Passer,domesticus,64,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06883,6408,Eurasian Tree Sparrow,Moineau friquet,Passer montanus,ETSP,Eurasian Tree Sparrow,EurasianTreeSparrow,Passer,montanus,64,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06890,5348,Slate-thr. Redstart,NULL,Myioborus miniatus,STRE,Slate-throated Redstart,SlatethroatedRedstart,Myioborus,miniatus,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06900,5332,Red-faced Warbler,NULL,Cardellina rubrifrons,RFWA,Red-faced Warbler,RedfacedWarbler,Cardellina,rubrifrons,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06910,5336,Red Warbler,NULL,Ergaticus ruber,REWA,Red Warbler,RedWarbler,Ergaticus,ruber,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06920,5356,Golden-crown Warbler,NULL,Basileuterus culicivorus,GCRW,Golden-crowned Warbler,GoldencrownedWarbler,Basileuterus,culicivorus,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06921,5360,Rufous-cap Warbler,NULL,Basileuterus rufifrons,RCWA,Rufous-capped Warbler,RufouscappedWarbler,Basileuterus,rufifrons,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06930,5364,Golden-browed Warbler,NULL,Basileuterus belli,GBWA,Golden-browed Warbler,GoldenbrowedWarbler,Basileuterus,belli,63,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06940,5036,White Wagtail,Bergeronnette grise,Motacilla alba,WHWA,White Wagtail,WhiteWagtail,Motacilla,alba,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06951,5040,Blk-backed Wagtail,Bergeronnette lugubre,Motacilla lugens,BWAG,Black-backed Wagtail,BlackbackedWagtail,Motacilla,lugens,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06960,5028,E Yellow Wagtail,Bergeronnette de Béringie,Motacilla tschutschensis,EYWA,Eastern Yellow Wagtail,EasternYellowWagtail,Motacilla,tschutschensis,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06961,5032,Gray Wagtail,Bergeronnette des ruisseaux,Motacilla cinerea,GRAW,Gray Wagtail,GrayWagtail,Motacilla,cinerea,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06970,5060,American Pipit,Pipit d'Amérique,Anthus rubescens,AMPI,American Pipit,AmericanPipit,Anthus,rubescens,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06981,5052,Pechora Pipit,NULL,Anthus gustavi,PEPI,Pechora Pipit,PechoraPipit,Anthus,gustavi,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06982,5044,Tree-Pipit,NULL,Anthus trivialis,TRPI,Tree-Pipit,TreePipit,Anthus,trivialis,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06983,5048,Olive-bkd Tree-Pipit,NULL,Anthus hodgsoni,OBPI,Olive-backed Tree-Pipit,OlivebackedTreePipit,Anthus,hodgsoni,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
06990,5056,Red-Throated Pipit,Pipit à gorge rousse,Anthus cervinus,RTPI,Red-throated Pipit,RedThroatedPipit,Anthus,cervinus,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07000,5064,Sprague's Pipit,Pipit de Sprague,Anthus spragueii,SPPI,Sprague's Pipit,SpraguesPipit,Anthus,spragueii,59,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07010,4516,American Dipper,Cincle d'Amérique,Cinclus mexicanus,AMDI,American Dipper,AmericanDipper,Cinclus,mexicanus,42,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07020,4904,Sage Thrasher,Moqueur des armoises,Oreoscoptes montanus,SATH,Sage Thrasher,SageThrasher,Oreoscoptes,montanus,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07030,4888,Northern Mockingbird,Moqueur polyglotte,Mimus polyglottos,NOMO,Northern Mockingbird,NorthernMockingbird,Mimus,polyglottos,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07031,4900,Bahama Mockingbird,NULL,Mimus gundlachii,BAMO,Bahama Mockingbird,BahamaMockingbird,Mimus,gundlachii,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07040,4884,Gray Catbird,Moqueur chat,Dumetella carolinensis,GRCA,Gray Catbird,GrayCatbird,Dumetella,carolinensis,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07050,4908,Brown Thrasher,Moqueur roux,Toxostoma rufum,BRTH,Brown Thrasher,BrownThrasher,Toxostoma,rufum,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07060,4912,Long-billed Thrasher,NULL,Toxostoma longirostre,LBTH,Long-billed Thrasher,LongbilledThrasher,Toxostoma,longirostre,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07070,4936,Curve-billed Thrasher,Moqueur à bec courbe,Toxostoma curvirostre,CBTH,Curve-billed Thrasher,CurvebilledThrasher,Toxostoma,curvirostre,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07080,4928,Bendire's Thrasher,Moqueur de Bendire,Toxostoma bendirei,BETH,Bendire's Thrasher,BendiresThrasher,Toxostoma,bendirei,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07090,4920,Gray Thrasher,NULL,Toxostoma cinereum,GRAT,Gray Thrasher,GrayThrasher,Toxostoma,cinereum,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07100,4940,California Thrasher,NULL,Toxostoma redivivum,CATH,California Thrasher,CaliforniaThrasher,Toxostoma,redivivum,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07110,4948,Le Conte's Thrasher,NULL,Toxostoma lecontei,LCTH,Le Conte's Thrasher,LeContesThrasher,Toxostoma,lecontei,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07120,4944,Crissal Thrasher,NULL,Toxostoma crissale,CRTH,Crissal Thrasher,CrissalThrasher,Toxostoma,crissale,57,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07130,4420,Cactus Wren,NULL,Campylorhynchus brunneicapillus,CACW,Cactus Wren,CactusWren,Campylorhynchus,brunneicapillus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07150,4424,Rock Wren,Troglodyte des rochers,Salpinctes obsoletus,ROWR,Rock Wren,RockWren,Salpinctes,obsoletus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07170,4428,Canyon Wren,Troglodyte des canyons,Catherpes mexicanus,CANW,Canyon Wren,CanyonWren,Catherpes,mexicanus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07180,4456,Carolina Wren,Troglodyte de Caroline,Thryothorus ludovicianus,CARW,Carolina Wren,CarolinaWren,Thryothorus,ludovicianus,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07190,4468,Bewick's Wren,Troglodyte de Bewick,Thryomanes bewickii,BEWR,Bewick's Wren,BewicksWren,Thryomanes,bewickii,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07210,4472,House Wren,Troglodyte familier,Troglodytes aedon,HOWR,House Wren,HouseWren,Troglodytes,aedon,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07220,4488,Winter Wren,Troglodyte des forêts,Troglodytes troglodytes,WIWR,Winter Wren,WinterWren,Troglodytes,troglodytes,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07240,4492,Sedge Wren,Troglodyte à bec court,Cistothorus platensis,SEWR,Sedge Wren,SedgeWren,Cistothorus,platensis,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07250,4496,Marsh Wren,Troglodyte des marais,Cistothorus palustris,MAWR,Marsh Wren,MarshWren,Cistothorus,palustris,80,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07260,4384,Brown Creeper,Grimpereau brun,Certhia americana,BRCR,Brown Creeper,BrownCreeper,Certhia,americana,41,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07261,4524,Red-whiskered Bulbul,NULL,Pycnonotus jocosus,RWBU,Red-whiskered Bulbul,RedwhiskeredBulbul,Pycnonotus,jocosus,70,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07262,4520,Red-vented Bulbul,NULL,Pycnonotus cafer,RVBU,Red-vented Bulbul,RedventedBulbul,Pycnonotus,cafer,70,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07270,4372,Wh-breast Nuthatch,Sittelle à poitrine blanche,Sitta carolinensis,WBNU,White-breasted Nuthatch,WhitebreastedNuthatch,Sitta,carolinensis,74,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07280,4368,Red-breast Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,RBNU,Red-breasted Nuthatch,RedbreastedNuthatch,Sitta,canadensis,74,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07290,4380,Brwn-head Nuthatch,NULL,Sitta pusilla,BHNU,Brown-headed Nuthatch,BrownheadedNuthatch,Sitta,pusilla,74,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07300,4376,Pygmy Nuthatch,Sittelle pygmée,Sitta pygmaea,PYNU,Pygmy Nuthatch,PygmyNuthatch,Sitta,pygmaea,74,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07310,4340,Tufted Titmouse,Mésange bicolore,Baeolophus bicolor,TUTI,Tufted Titmouse,TuftedTitmouse,Baeolophus,bicolor,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07315,4356,unid Blk-cr/Tuft Titmo,NULL,Baeolophus bicolor/atricristatus,UBTT,unid. Black-crested Titmouse / Tufted Titmouse,unid.BlackcrTuftedTitmouse,Baeolophus,bicolor/atricristatus,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07320,4336,Blk-crested Titmouse,NULL,Baeolophus atricristatus,BCTI,Black-crested Titmouse,BlackcrestedTitmouse,Baeolophus,atricristatus,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07330,4344,Oak Titmouse,NULL,Baeolophus inornatus,OATI,Oak Titmouse,OakTitmouse,Baeolophus,inornatus,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07331,4348,Juniper Titmouse,NULL,Baeolophus ridgwayi,JUTI,Juniper Titmouse,JuniperTitmouse,Baeolophus,ridgwayi,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07332,4352,unid. Oak/Jun. Titmouse,NULL,Baeolophus inornatus or ridgwayi,UOJT,''Plain'' Titmouse (Oak / Juniper Titmouse),PlainTitmouseOakJuniperTitmouse,Baeolophus,inornatus or ridgwayi,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07340,4328,Bridled Titmouse,NULL,Baeolophus wollweberi,BRTI,Bridled Titmouse,BridledTitmouse,Baeolophus,wollweberi,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07341,4332,Varied Tit,NULL,Parus varius,VATI,Varied Tit,VariedTit,Parus,varius,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07350,4300,Black-cap Chickadee,Mésange à tête noire,Poecile atricapillus,BCCH,Black-capped Chickadee,BlackcappedChickadee,Poecile,atricapillus,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07351,4324,unid Chickadee,mésange sp.,Poecile sp,CHIC,unid. Chickadee,unidChickadee,Poecile,sp,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07360,4296,Carolina Chickadee,Mésange de Caroline,Poecile carolinensis,CACH,Carolina Chickadee,CarolinaChickadee,Poecile,carolinensis,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07370,4312,Mexican Chickadee,NULL,Poecile sclateri,MECH,Mexican Chickadee,MexicanChickadee,Poecile,sclateri,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07380,4304,Mountain Chickadee,Mésange de Gambel,Poecile gambeli,MOCH,Mountain Chickadee,MountainChickadee,Poecile,gambeli,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07390,4308,Gray-headed Chickadee,Mésange lapone,Poecile cincta,GHCH,Gray-headed Chickadee,GrayheadedChickadee,Poecile,cincta,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07400,4320,Boreal Chickadee,Mésange à tête brune,Poecile hudsonica,BOCH,Boreal Chickadee,BorealChickadee,Poecile,hudsonica,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07410,4316,Chest-bkd Chickadee,Mésange à dos marron,Poecile rufescens,CBCH,Chestnut-backed Chickadee,ChestnutbackedChickadee,Poecile,rufescens,62,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07420,4848,Wrentit,NULL,Chamaea fasciata,WREN,Wrentit,Wrentit,Chamaea,fasciata,79,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07421,4844,Red-billed Leiothrix,NULL,Leiothrix lutea,RBLE,Red-billed Leiothrix,RedbilledLeiothrix,Leiothrix,lutea,79,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07423,4836,G Neckl Laugh-thrush,NULL,Garrulax pectoralis,GNLA,Greater Necklaced Laughing-thrush,GreaterNecklacedLaughingthr,Garrulax,pectoralis,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07430,4364,Bushtit,Mésange buissonnière,Psaltriparus minimus,BUSH,Bushtit,Bushtit,Psaltriparus,minimus,37,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07442,4840,Melod Laugh-Thrush,NULL,Garrulax canorus,MELT,Melodious Laughing-thrush,MelodiousLaughingthrush,Garrulax,canorus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07460,4360,Verdin,NULL,Auriparus flaviceps,VERD,Verdin,Verdin,Auriparus,flaviceps,72,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07461,4540,Japan Bush-Warbler,NULL,Cettia diphone,JABW,Japanese Bush-Warbler,JapaneseBushWarbler,Cettia,diphone,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07462,4556,Millerbird,NULL,Acrocephalus familiaris,MILL,Millerbird,Millerbird,Acrocephalus,familiaris,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07470,4568,Arctic Warbler,Pouillot boréal,Phylloscopus borealis,ARWA,Arctic Warbler,ArcticWarbler,Phylloscopus,borealis,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07471,4544,Mid Grasshopper-Warb,NULL,Locustella ochotensis,MIGW,Middendorff's Grasshopper-Warbler,MiddendorffsGrasshopperWarb,Locustella,ochotensis,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07473,4560,Wood Warbler,NULL,Phylloscopus sibilatrix,WOWA,Wood Warbler,WoodWarbler,Phylloscopus,sibilatrix,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07474,4564,Dusky Warbler,NULL,Phylloscopus fuscatus,DUWA,Dusky Warbler,DuskyWarbler,Phylloscopus,fuscatus,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07475,4548,Lanceolated Warbler,NULL,Locustella lanceolata,LANW,Lanceolated Warbler,LanceolatedWarbler,Locustella,lanceolata,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07480,4528,Golden-crown Kinglet,Roitelet à couronne dorée,Regulus satrapa,GCKI,Golden-crowned Kinglet,GoldencrownedKinglet,Regulus,satrapa,71,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07490,4532,Ruby-crowned Kinglet,Roitelet à couronne rubis,Regulus calendula,RCKI,Ruby-crowned Kinglet,RubycrownedKinglet,Regulus,calendula,71,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07491,5024,Siberian Accentor,Accenteur montanelle,Prunella montanella,SIAC,Siberian Accentor,SiberianAccentor,Prunella,montanella,68,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07510,4576,Blue-gry Gnatcatcher,Gobemoucheron gris-bleu,Polioptila caerulea,BGGN,Blue-gray Gnatcatcher,BluegrayGnatcatcher,Polioptila,caerulea,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07520,4584,Blk-tail Gnatcatcher,NULL,Polioptila melanura,BTGN,Black-tailed Gnatcatcher,BlacktailedGnatcatcher,Polioptila,melanura,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07530,4580,Calif Gnatcatcher,NULL,Polioptila californica,CAGN,California Gnatcatcher,CaliforniaGnatcatcher,Polioptila,californica,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07531,4588,Blk-cap Gnatcatcher,NULL,Polioptila nigriceps,BCGN,Black-capped Gnatcatcher,BlackcappedGnatcatcher,Polioptila,nigriceps,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07539,4592,unid Gnatcatcher,NULL,Polioptila sp,GNAT,unid. Gnatcatcher,unid.Gnatcatcher,Polioptila,sp,76,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07540,4704,Townsend's Solitaire,Solitaire de Townsend,Myadestes townsendi,TOSO,Townsend's Solitaire,TownsendsSolitaire,Myadestes,townsendi,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07541,4724,Omao,NULL,Myadestes obscurus,OMAO,Omao,Omao,Myadestes,obscurus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07542,4728,Puaiohi,NULL,Myadestes palmeri,PUAI,Puaiohi,Puaiohi,Myadestes,palmeri,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07543,4716,Kamao,NULL,Myadestes myadestinus,KAMA,Kamoa,Kamoa,Myadestes,myadestinus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07545,4720,Olomao,NULL,Myadestes lanaiensis,OLOM,Olomao,Olomao,Myadestes,lanaiensis,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07550,4772,Wood Thrush,Grive des bois,Hylocichla mustelina,WOTH,Wood Thrush,WoodThrush,Hylocichla,mustelina,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07560,4752,Veery,Grive fauve,Catharus fuscescens,VEER,Veery,Veery,Catharus,fuscescens,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07570,4756,Gray-cheeked Thrush,Grive à joues grises,Catharus minimus,GCTH,Gray-cheeked Thrush,GraycheekedThrush,Catharus,minimus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07571,4760,Bicknell's Thrush,Grive de Bicknell,Catharus bicknelli,BITH,Bicknell's Thrush,BicknellsThrush,Catharus,bicknelli,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07580,4764,Swainson's Thrush,Grive à dos olive,Catharus ustulatus,SWTH,Swainson's Thrush,SwainsonsThrush,Catharus,ustulatus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07590,4768,Hermit Thrush,Grive solitaire,Catharus guttatus,HETH,Hermit Thrush,HermitThrush,Catharus,guttatus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07600,4792,Redwing,Grive mauvis,Turdus iliacus,REDW,Redwing,Redwing,Turdus,iliacus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07610,4820,American Robin,Merle d'Amérique,Turdus migratorius,AMRO,American Robin,AmericanRobin,Turdus,migratorius,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07611,4776,Eurasian Blackbird,Merle noir,Turdus merula,EUBL,Eurasian Blackbird,EurasianBlackbird,Turdus,merula,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07612,4788,Fieldfare,Grive litorne,Turdus pilaris,FIEL,Fieldfare,Fieldfare,Turdus,pilaris,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07613,4780,Eyebrowed Thrush,NULL,Turdus obscurus,EYTH,Eyebrowed Thrush,EyebrowedThrush,Turdus,obscurus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07614,4784,Dusky Thrush,Grive de Naumann,Turdus naumanni,DUTH,Dusky Thrush,DuskyThrush,Turdus,naumanni,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07621,4804,Clay-colored Robin,NULL,Turdus grayi,CCRO,Clay-colored Robin,ClaycoloredRobin,Turdus,grayi,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07622,4812,Rufous-backed Robin,NULL,Turdus rufopalliatus,RBRO,Rufous-backed Robin,RufousbackedRobin,Turdus,rufopalliatus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07630,4828,Varied Thrush,Grive à collier,Ixoreus naevius,VATH,Varied Thrush,VariedThrush,Ixoreus,naevius,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07631,4832,Aztec Thrush,NULL,Ridgwayia pinicola,AZTH,Aztec Thrush,AztecThrush,Ridgwayia,pinicola,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07640,4676,Bluethroat,Gorgebleue à miroir,Luscinia svecica,BLUE,Bluethroat,Bluethroat,Luscinia,svecica,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07641,4678,Siberian Rubythroat,Rossignol calliope,Luscinia calliope,SIRU,Siberian Rubythroat,SiberianRubythroat,Luscinia,calliope,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07650,4688,Northern Wheatear,Traquet motteux,Oenanthe oenanthe,NOWH,Northern Wheatear,NorthernWheatear,Oenanthe,oenanthe,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07660,4692,Eastern Bluebird,Merlebleu de l'Est,Sialia sialis,EABL,Eastern Bluebird,EasternBluebird,Sialia,sialis,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07670,4696,Western Bluebird,Merlebleu de l'Ouest,Sialia mexicana,WEBL,Western Bluebird,WesternBluebird,Sialia,mexicana,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07680,4700,Mountain Bluebird,Merlebleu azuré,Sialia currucoides,MOBL,Mountain Bluebird,MountainBluebird,Sialia,currucoides,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07690,4680,Wh-Rumped Shama,NULL,Copsychus malabaricus,WRSH,White-rumped Shama,WhiterumpedShama,Copsychus,malabaricus,81,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07700,4648,Elepaio,NULL,Chasiempis sandwichensis,ELEP,Elepaio,Elepaio,Chasiempis,sandwichensis,58,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07710,4612,Red-brst Flycatcher,NULL,Ficedula parva,RBFL,Red-breasted Flycatcher,RedbreastedFlycatcher,Ficedula,parva,60,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07720,4616,Siberian Flycatcher,NULL,Muscicapa sibirica,SIFL,Siberian Flycatcher,SiberianFlycatcher,Muscicapa,sibirica,60,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07730,4620,Gray-spot Flycatcher,NULL,Muscicapa griseisticta,GSFL,Gray-spotted Flycatcher,GrayspottedFlycatcher,Muscicapa,griseisticta,60,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07740,6312,Laysan Finch,NULL,Telespiza cantans,LAFI,Laysan Finch,LaysanFinch,Telespiza,cantans,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07750,6316,Nihoa Finch,NULL,Telespiza ultima,NIFI,Nihoa Finch,NihoaFinch,Telespiza,ultima,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07760,6320,Ou,NULL,Psittirostra psittacea,OU..,Ou,Ou,Psittirostra,psittacea,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07770,6324,Palila,NULL,Loxioides bailleui,PALI,Palila,Palila,Loxioides,bailleui,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07810,6328,Maui Parrotbill,NULL,Pseudonestor xanthophrys,MAPA,Maui Parrotbill,MauiParrotbill,Pseudonestor,xanthophrys,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07820,6332,Hawaii Amakihi,NULL,Hemignathus virens,HAAM,Hawaii Amakihi,HawaiiAmakihi,Hemignathus,virens,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07821,6336,Oahu Amakihi,NULL,Hemignathus flavus,OAAM,Oahu Amakihi,OahuAmakihi,Hemignathus,flavus,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
07830,6340,Kauai Amakihi,NULL,Hemignathus kauaiensis,KAAM,Kauai Amakihi,KauaiAmakihi,Hemignathus,kauaiensis,51,6/8/2011,13:27:00,2170,3/6/2012,22:45.1,NULL,List,creation
